path,classname
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-01-01-02-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-01-02-01-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-01-02-02-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-02-01-01-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-02-01-02-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-02-02-01-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-02-02-02-16.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-01-01-01-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-01-01-02-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-01-02-01-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-01-02-02-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-02-01-01-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-02-01-02-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-02-02-01-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-08-02-02-02-16.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-01-01-01-01-17.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_17\03-01-01-01-01-02-17.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_17\03-01-01-01-02-01-17.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_17\03-01-01-01-02-02-17.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-01-01-01-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-01-01-02-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-01-02-01-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-01-02-02-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-02-01-01-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-02-01-02-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-02-02-01-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-02-02-02-02-17.wav,calm
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-01-01-01-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-01-01-02-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-01-02-01-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-01-02-02-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-02-01-01-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-02-01-02-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-02-02-01-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-03-02-02-02-17.wav,happy
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-01-01-01-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-01-01-02-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-01-02-01-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-01-02-02-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-02-01-01-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-02-01-02-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-02-02-01-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-04-02-02-02-17.wav,sad
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-01-01-01-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-01-01-02-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-01-02-01-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-01-02-02-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-02-01-01-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-02-01-02-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-02-02-01-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-05-02-02-02-17.wav,angry
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-01-01-01-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-01-01-02-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-01-02-01-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-01-02-02-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-02-01-01-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-02-01-02-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-02-02-01-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-06-02-02-02-17.wav,fear
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-01-01-01-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-01-01-02-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-01-02-01-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-01-02-02-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-02-01-01-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-02-01-02-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-02-02-01-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-07-02-02-02-17.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-01-01-01-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-01-01-02-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-01-02-01-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-01-02-02-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-02-01-01-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-02-01-02-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-02-02-01-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_17\03-01-08-02-02-02-17.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-01-01-01-01-18.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_18\03-01-01-01-01-02-18.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_18\03-01-01-01-02-01-18.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_18\03-01-01-01-02-02-18.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-01-01-01-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-01-01-02-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-01-02-01-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-01-02-02-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-02-01-01-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-02-01-02-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-02-02-01-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-02-02-02-02-18.wav,calm
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-01-01-01-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-01-01-02-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-01-02-01-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-01-02-02-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-02-01-01-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-02-01-02-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-02-02-01-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-03-02-02-02-18.wav,happy
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-01-01-01-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-01-01-02-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-01-02-01-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-01-02-02-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-02-01-01-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-02-01-02-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-02-02-01-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-04-02-02-02-18.wav,sad
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-01-01-01-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-01-01-02-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-01-02-01-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-01-02-02-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-02-01-01-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-02-01-02-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-02-02-01-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-05-02-02-02-18.wav,angry
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-01-01-01-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-01-01-02-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-01-02-01-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-01-02-02-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-02-01-01-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-02-01-02-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-02-02-01-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-06-02-02-02-18.wav,fear
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-01-01-01-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-01-01-02-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-01-02-01-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-01-02-02-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-02-01-01-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-02-01-02-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-02-02-01-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-07-02-02-02-18.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-01-01-01-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-01-01-02-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-01-02-01-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-01-02-02-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-02-01-01-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-02-01-02-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-02-02-01-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_18\03-01-08-02-02-02-18.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-01-01-01-01-19.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_19\03-01-01-01-01-02-19.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_19\03-01-01-01-02-01-19.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_19\03-01-01-01-02-02-19.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-01-01-01-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-01-01-02-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-01-02-01-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-01-02-02-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-02-01-01-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-02-01-02-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-02-02-01-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-02-02-02-02-19.wav,calm
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-01-01-01-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-01-01-02-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-01-02-01-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-01-02-02-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-02-01-01-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-02-01-02-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-02-02-01-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-03-02-02-02-19.wav,happy
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-01-01-01-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-01-01-02-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-01-02-01-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-01-02-02-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-02-01-01-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-02-01-02-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-02-02-01-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-04-02-02-02-19.wav,sad
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-01-01-01-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-01-01-02-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-01-02-01-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-01-02-02-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-02-01-01-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-02-01-02-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-02-02-01-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-05-02-02-02-19.wav,angry
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-01-01-01-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-01-01-02-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-01-02-01-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-01-02-02-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-02-01-01-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-02-01-02-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-02-02-01-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-06-02-02-02-19.wav,fear
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-01-01-01-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-01-01-02-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-01-02-01-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-01-02-02-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-02-01-01-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-02-01-02-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-02-02-01-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-07-02-02-02-19.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-01-01-01-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-01-01-02-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-01-02-01-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-01-02-02-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-02-01-01-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-02-01-02-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-02-02-01-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_19\03-01-08-02-02-02-19.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-01-01-01-01-20.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_20\03-01-01-01-01-02-20.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_20\03-01-01-01-02-01-20.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_20\03-01-01-01-02-02-20.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-01-01-01-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-01-01-02-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-01-02-01-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-01-02-02-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-02-01-01-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-02-01-02-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-02-02-01-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-02-02-02-02-20.wav,calm
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-01-01-01-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-01-01-02-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-01-02-01-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-01-02-02-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-02-01-01-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-02-01-02-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-02-02-01-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-03-02-02-02-20.wav,happy
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-01-01-01-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-01-01-02-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-01-02-01-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-01-02-02-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-02-01-01-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-02-01-02-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-02-02-01-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-04-02-02-02-20.wav,sad
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-01-01-01-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-01-01-02-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-01-02-01-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-01-02-02-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-02-01-01-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-02-01-02-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-02-02-01-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-05-02-02-02-20.wav,angry
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-01-01-01-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-01-01-02-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-01-02-01-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-01-02-02-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-02-01-01-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-02-01-02-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-02-02-01-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-06-02-02-02-20.wav,fear
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-01-01-01-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-01-01-02-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-01-02-01-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-01-02-02-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-02-01-01-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-02-01-02-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-02-02-01-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-07-02-02-02-20.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-01-01-01-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-01-01-02-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-01-02-01-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-01-02-02-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-02-01-01-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-02-01-02-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-02-02-01-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_20\03-01-08-02-02-02-20.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-01-01-01-01-21.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_21\03-01-01-01-01-02-21.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_21\03-01-01-01-02-01-21.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_21\03-01-01-01-02-02-21.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-01-01-01-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-01-01-02-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-01-02-01-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-01-02-02-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-02-01-01-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-02-01-02-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-02-02-01-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-02-02-02-02-21.wav,calm
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-01-01-01-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-01-01-02-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-01-02-01-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-01-02-02-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-02-01-01-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-02-01-02-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-02-02-01-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-03-02-02-02-21.wav,happy
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-01-01-01-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-01-01-02-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-01-02-01-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-01-02-02-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-02-01-01-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-02-01-02-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-02-02-01-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-04-02-02-02-21.wav,sad
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-01-01-01-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-01-01-02-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-01-02-01-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-01-02-02-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-02-01-01-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-02-01-02-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-02-02-01-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-05-02-02-02-21.wav,angry
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-01-01-01-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-01-01-02-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-01-02-01-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-01-02-02-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-02-01-01-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-02-01-02-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-02-02-01-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-06-02-02-02-21.wav,fear
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-01-01-01-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-01-01-02-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-01-02-01-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-01-02-02-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-02-01-01-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-02-01-02-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-02-02-01-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-07-02-02-02-21.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-01-01-01-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-01-01-02-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-01-02-01-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-01-02-02-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-02-01-01-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-02-01-02-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-02-02-01-21.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_21\03-01-08-02-02-02-21.wav,surprise
